file,n_points,mean_error,max_error,rmse,std_error
test6.npz,295,0.07798429597417818,1.473462434156787,0.21339443747267364,0.19863442683908195
test7.npz,258,0.31507308428943326,1.4729885652758465,0.46605323824254424,0.3434160340355491
